State,Date,Value,Anomaly,Month,Year,Season
Louisiana,201601,48.8,-0.3,01,2016,Winter
Louisiana,201602,55.1,2.5,02,2016,Winter
Louisiana,201603,63.8,5.1,03,2016,Spring
Louisiana,201604,68.2,1.8,04,2016,Spring
Louisiana,201605,73.3,-0.2,05,2016,Spring
Louisiana,201606,80.9,1.2,06,2016,Summer
Louisiana,201607,83.7,1.8,07,2016,Summer
Louisiana,201608,82.4,0.9,08,2016,Summer
Louisiana,201609,80.2,3.1,09,2016,Fall
Louisiana,201610,71.4,3.9,10,2016,Fall
Louisiana,201611,62.4,5.1,11,2016,Fall
Louisiana,201612,54.7,3.8,12,2016,Winter
Louisiana,201701,56.8,7.7,01,2017,Winter
Louisiana,201702,61.7,9.1,02,2017,Winter
Louisiana,201703,64.4,5.7,03,2017,Spring
Louisiana,201704,69.4,3.0,04,2017,Spring
Louisiana,201705,71.8,-1.7,05,2017,Spring
Louisiana,201706,78.5,-1.2,06,2017,Summer
Louisiana,201707,82.4,0.5,07,2017,Summer
Louisiana,201708,81.0,-0.5,08,2017,Summer
Louisiana,201709,77.0,-0.1,09,2017,Fall
Louisiana,201710,69.2,1.7,10,2017,Fall
Louisiana,201711,61.6,4.3,11,2017,Fall
Louisiana,201712,50.8,-0.1,12,2017,Winter
Louisiana,201801,44.2,-4.9,01,2018,Winter
Louisiana,201802,60.5,7.9,02,2018,Winter
Louisiana,201803,62.2,3.5,03,2018,Spring
Louisiana,201804,62.7,-3.7,04,2018,Spring
Louisiana,201805,77.7,4.2,05,2018,Spring
Louisiana,201806,82.1,2.4,06,2018,Summer
Louisiana,201807,83.5,1.6,07,2018,Summer
Louisiana,201808,82.0,0.5,08,2018,Summer
Louisiana,201809,80.1,3.0,09,2018,Fall
Louisiana,201810,70.7,3.2,10,2018,Fall
Louisiana,201811,54.8,-2.5,11,2018,Fall
Louisiana,201812,52.6,1.7,12,2018,Winter
Louisiana,201901,49.9,0.8,01,2019,Winter
Maine,201601,20.1,6.5,01,2016,Winter
Maine,201602,21.9,6.1,02,2016,Winter
Maine,201603,29.2,3.0,03,2016,Spring
Maine,201604,37.3,-1.1,04,2016,Spring
Maine,201605,52.8,2.1,05,2016,Spring
Maine,201606,60.5,0.3,06,2016,Summer
Maine,201607,67.0,1.6,07,2016,Summer
Maine,201608,66.6,3.1,08,2016,Summer
Maine,201609,59.1,4.1,09,2016,Fall
Maine,201610,46.9,2.6,10,2016,Fall
Maine,201611,37.2,4.4,11,2016,Fall
Maine,201612,20.5,1.4,12,2016,Winter
Maine,201701,21.5,7.9,01,2017,Winter
Maine,201702,20.6,4.8,02,2017,Winter
Maine,201703,22.2,-4.0,03,2017,Spring
Maine,201704,42.0,3.6,04,2017,Spring
Maine,201705,50.7,0.0,05,2017,Spring
Maine,201706,61.0,0.8,06,2017,Summer
Maine,201707,65.2,-0.2,07,2017,Summer
Maine,201708,63.3,-0.2,08,2017,Summer
Maine,201709,61.1,6.1,09,2017,Fall
Maine,201710,52.0,7.7,10,2017,Fall
Maine,201711,32.4,-0.4,11,2017,Fall
Maine,201712,16.4,-2.7,12,2017,Winter
Maine,201801,15.0,1.4,01,2018,Winter
Maine,201802,22.6,6.8,02,2018,Winter
Maine,201803,28.9,2.7,03,2018,Spring
Maine,201804,36.6,-1.8,04,2018,Spring
Maine,201805,53.6,2.9,05,2018,Spring
Maine,201806,59.0,-1.2,06,2018,Summer
Maine,201807,68.9,3.5,07,2018,Summer
Maine,201808,68.1,4.6,08,2018,Summer
Maine,201809,58.0,3.0,09,2018,Fall
Maine,201810,41.9,-2.4,10,2018,Fall
Maine,201811,28.8,-4.0,11,2018,Fall
Maine,201812,20.4,1.3,12,2018,Winter
Maine,201901,14.2,0.6,01,2019,Winter
Maryland,201601,32.1,-0.5,01,2016,Winter
Maryland,201602,36.9,2.4,02,2016,Winter
Maryland,201603,49.4,7.0,03,2016,Spring
Maryland,201604,53.1,0.8,04,2016,Spring
Maryland,201605,60.9,-1.5,05,2016,Spring
Maryland,201606,72.2,1.3,06,2016,Summer
Maryland,201607,78.4,3.1,07,2016,Summer
Maryland,201608,78.0,4.5,08,2016,Summer
Maryland,201609,71.5,4.4,09,2016,Fall
Maryland,201610,59.4,3.6,10,2016,Fall
Maryland,201611,47.7,2.4,11,2016,Fall
Maryland,201612,38.0,2.3,12,2016,Winter
Maryland,201701,38.3,5.7,01,2017,Winter
Maryland,201702,43.7,9.2,02,2017,Winter
Maryland,201703,43.1,0.7,03,2017,Spring
Maryland,201704,59.5,7.2,04,2017,Spring
Maryland,201705,62.2,-0.2,05,2017,Spring
Maryland,201706,72.6,1.7,06,2017,Summer
Maryland,201707,77.4,2.1,07,2017,Summer
Maryland,201708,72.8,-0.7,08,2017,Summer
Maryland,201709,68.3,1.2,09,2017,Fall
Maryland,201710,61.2,5.4,10,2017,Fall
Maryland,201711,45.8,0.5,11,2017,Fall
Maryland,201712,35.3,-0.4,12,2017,Winter
Maryland,201801,31.0,-1.6,01,2018,Winter
Maryland,201802,41.6,7.1,02,2018,Winter
Maryland,201803,39.2,-3.2,03,2018,Spring
Maryland,201804,50.6,-1.7,04,2018,Spring
Maryland,201805,68.6,6.2,05,2018,Spring
Maryland,201806,72.0,1.1,06,2018,Summer
Maryland,201807,76.2,0.9,07,2018,Summer
Maryland,201808,77.0,3.5,08,2018,Summer
Maryland,201809,72.6,5.5,09,2018,Fall
Maryland,201810,59.0,3.2,10,2018,Fall
Maryland,201811,43.4,-1.9,11,2018,Fall
Maryland,201812,39.2,3.5,12,2018,Winter
Maryland,201901,33.6,1.0,01,2019,Winter
Massachusetts,201601,28.5,4.2,01,2016,Winter
Massachusetts,201602,30.9,5.0,02,2016,Winter
Massachusetts,201603,41.0,6.6,03,2016,Spring
Massachusetts,201604,45.0,0.1,04,2016,Spring
Massachusetts,201605,57.2,1.3,05,2016,Spring
Massachusetts,201606,66.1,1.4,06,2016,Summer
Massachusetts,201607,72.6,2.7,07,2016,Summer
Massachusetts,201608,72.5,4.5,08,2016,Summer
Massachusetts,201609,64.6,4.1,09,2016,Fall
Massachusetts,201610,52.2,2.2,10,2016,Fall
Massachusetts,201611,42.2,2.4,11,2016,Fall
Massachusetts,201612,31.0,2.5,12,2016,Winter
Massachusetts,201701,31.5,7.2,01,2017,Winter
Massachusetts,201702,33.0,7.1,02,2017,Winter
Massachusetts,201703,31.5,-2.9,03,2017,Spring
Massachusetts,201704,50.2,5.3,04,2017,Spring
Massachusetts,201705,55.2,-0.7,05,2017,Spring
Massachusetts,201706,66.0,1.3,06,2017,Summer
Massachusetts,201707,70.0,0.1,07,2017,Summer
Massachusetts,201708,68.0,0.0,08,2017,Summer
Massachusetts,201709,65.1,4.6,09,2017,Fall
Massachusetts,201710,57.5,7.5,10,2017,Fall
Massachusetts,201711,40.3,0.5,11,2017,Fall
Massachusetts,201712,26.6,-1.9,12,2017,Winter
Massachusetts,201801,24.5,0.2,01,2018,Winter
Massachusetts,201802,34.2,8.3,02,2018,Winter
Massachusetts,201803,34.9,0.5,03,2018,Spring
Massachusetts,201804,42.3,-2.6,04,2018,Spring
Massachusetts,201805,60.8,4.9,05,2018,Spring
Massachusetts,201806,64.8,0.1,06,2018,Summer
Massachusetts,201807,73.2,3.3,07,2018,Summer
Massachusetts,201808,73.5,5.5,08,2018,Summer
Massachusetts,201809,65.2,4.7,09,2018,Fall
Massachusetts,201810,50.3,0.3,10,2018,Fall
Massachusetts,201811,37.8,-2.0,11,2018,Fall
Massachusetts,201812,32.1,3.6,12,2018,Winter
Massachusetts,201901,25.9,1.6,01,2019,Winter
Michigan,201601,22.3,3.9,01,2016,Winter
Michigan,201602,25.3,5.2,02,2016,Winter
Michigan,201603,36.1,6.9,03,2016,Spring
Michigan,201604,40.8,-1.3,04,2016,Spring
Michigan,201605,55.4,1.6,05,2016,Spring
Michigan,201606,64.7,1.2,06,2016,Summer
Michigan,201607,70.3,2.1,07,2016,Summer
Michigan,201608,70.8,4.6,08,2016,Summer
Michigan,201609,63.5,5.0,09,2016,Fall
Michigan,201610,51.6,4.0,10,2016,Fall
Michigan,201611,42.6,7.9,11,2016,Fall
Michigan,201612,25.0,1.4,12,2016,Winter
Michigan,201701,25.2,6.8,01,2017,Winter
Michigan,201702,29.9,9.8,02,2017,Winter
Michigan,201703,30.7,1.5,03,2017,Spring
Michigan,201704,47.2,5.1,04,2017,Spring
Michigan,201705,53.0,-0.8,05,2017,Spring
Michigan,201706,65.3,1.8,06,2017,Summer
Michigan,201707,68.5,0.3,07,2017,Summer
Michigan,201708,65.2,-1.0,08,2017,Summer
Michigan,201709,62.6,4.1,09,2017,Fall
Michigan,201710,52.5,4.9,10,2017,Fall
Michigan,201711,34.5,-0.2,11,2017,Fall
Michigan,201712,20.9,-2.7,12,2017,Winter
Michigan,201801,20.0,1.6,01,2018,Winter
Michigan,201802,23.0,2.9,02,2018,Winter
Michigan,201803,29.6,0.4,03,2018,Spring
Michigan,201804,35.3,-6.8,04,2018,Spring
Michigan,201805,60.3,6.5,05,2018,Spring
Michigan,201806,65.2,1.7,06,2018,Summer
Michigan,201807,70.5,2.3,07,2018,Summer
Michigan,201808,69.8,3.6,08,2018,Summer
Michigan,201809,62.4,3.9,09,2018,Fall
Michigan,201810,45.9,-1.7,10,2018,Fall
Michigan,201811,30.8,-3.9,11,2018,Fall
Michigan,201812,28.7,5.1,12,2018,Winter
Michigan,201901,16.8,-1.6,01,2019,Winter
Minnesota,201601,12.6,5.8,01,2016,Winter
Minnesota,201602,19.9,6.9,02,2016,Winter
Minnesota,201603,35.7,10.2,03,2016,Spring
Minnesota,201604,42.5,1.0,04,2016,Spring
Minnesota,201605,56.7,2.1,05,2016,Spring
Minnesota,201606,65.6,1.7,06,2016,Summer
Minnesota,201607,69.3,0.3,07,2016,Summer
Minnesota,201608,68.1,1.4,08,2016,Summer
Minnesota,201609,60.7,3.9,09,2016,Fall
Minnesota,201610,48.2,3.0,10,2016,Fall
Minnesota,201611,40.2,12.5,11,2016,Fall
Minnesota,201612,15.3,2.2,12,2016,Winter
Minnesota,201701,14.6,7.8,01,2017,Winter
Minnesota,201702,23.9,10.9,02,2017,Winter
Minnesota,201703,28.2,2.7,03,2017,Spring
Minnesota,201704,44.4,2.9,04,2017,Spring
Minnesota,201705,53.6,-1.0,05,2017,Spring
Minnesota,201706,65.0,1.1,06,2017,Summer
Minnesota,201707,69.2,0.2,07,2017,Summer
Minnesota,201708,64.0,-2.7,08,2017,Summer
Minnesota,201709,60.8,4.0,09,2017,Fall
Minnesota,201710,47.1,1.9,10,2017,Fall
Minnesota,201711,27.4,-0.3,11,2017,Fall
Minnesota,201712,13.4,0.3,12,2017,Winter
Minnesota,201801,10.4,3.6,01,2018,Winter
Minnesota,201802,8.6,-4.4,02,2018,Winter
Minnesota,201803,27.5,2.0,03,2018,Spring
Minnesota,201804,32.7,-8.8,04,2018,Spring
Minnesota,201805,61.1,6.5,05,2018,Spring
Minnesota,201806,67.0,3.1,06,2018,Summer
Minnesota,201807,69.6,0.6,07,2018,Summer
Minnesota,201808,67.4,0.7,08,2018,Summer
Minnesota,201809,59.0,2.2,09,2018,Fall
Minnesota,201810,40.7,-4.5,10,2018,Fall
Minnesota,201811,22.8,-4.9,11,2018,Fall
Minnesota,201812,20.2,7.1,12,2018,Winter
Minnesota,201901,6.6,-0.2,01,2019,Winter
Mississippi,201601,43.7,-1.2,01,2016,Winter
Mississippi,201602,50.9,2.3,02,2016,Winter
Mississippi,201603,60.2,4.9,03,2016,Spring
Mississippi,201604,65.2,1.5,04,2016,Spring
Mississippi,201605,70.5,-0.9,05,2016,Spring
Mississippi,201606,80.2,2.0,06,2016,Summer
Mississippi,201607,82.4,1.5,07,2016,Summer
Mississippi,201608,82.0,1.9,08,2016,Summer
Mississippi,201609,79.0,4.1,09,2016,Fall
Mississippi,201610,69.2,4.8,10,2016,Fall
Mississippi,201611,58.2,4.5,11,2016,Fall
Mississippi,201612,49.4,2.6,12,2016,Winter
Mississippi,201701,52.9,8.0,01,2017,Winter
Mississippi,201702,57.1,8.5,02,2017,Winter
Mississippi,201703,60.1,4.8,03,2017,Spring
Mississippi,201704,67.3,3.6,04,2017,Spring
Mississippi,201705,70.1,-1.3,05,2017,Spring
Mississippi,201706,76.7,-1.5,06,2017,Summer
Mississippi,201707,81.2,0.3,07,2017,Summer
Mississippi,201708,79.3,-0.8,08,2017,Summer
Mississippi,201709,74.5,-0.4,09,2017,Fall
Mississippi,201710,66.2,1.8,10,2017,Fall
Mississippi,201711,56.8,3.1,11,2017,Fall
Mississippi,201712,47.1,0.3,12,2017,Winter
Mississippi,201801,40.0,-4.9,01,2018,Winter
Mississippi,201802,56.8,8.2,02,2018,Winter
Mississippi,201803,57.1,1.8,03,2018,Spring
Mississippi,201804,58.8,-4.9,04,2018,Spring
Mississippi,201805,75.8,4.4,05,2018,Spring
Mississippi,201806,80.6,2.4,06,2018,Summer
Mississippi,201807,81.8,0.9,07,2018,Summer
Mississippi,201808,80.2,0.1,08,2018,Summer
Mississippi,201809,78.8,3.9,09,2018,Fall
Mississippi,201810,67.3,2.9,10,2018,Fall
Mississippi,201811,50.5,-3.2,11,2018,Fall
Mississippi,201812,48.9,2.1,12,2018,Winter
Mississippi,201901,46.2,1.3,01,2019,Winter
Missouri,201601,30.9,1.6,01,2016,Winter
Missouri,201602,39.1,4.6,02,2016,Winter
Missouri,201603,50.4,7.0,03,2016,Spring
Missouri,201604,57.3,2.5,04,2016,Spring
Missouri,201605,62.7,-1.6,05,2016,Spring
Missouri,201606,76.9,3.9,06,2016,Summer
Missouri,201607,78.1,0.3,07,2016,Summer
Missouri,201608,76.7,0.7,08,2016,Summer
Missouri,201609,71.7,3.5,09,2016,Fall
Missouri,201610,62.1,5.0,10,2016,Fall
Missouri,201611,51.0,7.6,11,2016,Fall
Missouri,201612,32.4,-0.8,12,2016,Winter
Missouri,201701,35.4,6.1,01,2017,Winter
Missouri,201702,45.1,10.6,02,2017,Winter
Missouri,201703,48.4,5.0,03,2017,Spring
Missouri,201704,58.5,3.7,04,2017,Spring
Missouri,201705,64.1,-0.2,05,2017,Spring
Missouri,201706,73.5,0.5,06,2017,Summer
Missouri,201707,78.8,1.0,07,2017,Summer
Missouri,201708,72.1,-3.9,08,2017,Summer
Missouri,201709,70.4,2.2,09,2017,Fall
Missouri,201710,59.0,1.9,10,2017,Fall
Missouri,201711,46.2,2.8,11,2017,Fall
Missouri,201712,34.3,1.1,12,2017,Winter
Missouri,201801,28.0,-1.3,01,2018,Winter
Missouri,201802,35.6,1.1,02,2018,Winter
Missouri,201803,44.0,0.6,03,2018,Spring
Missouri,201804,48.2,-6.6,04,2018,Spring
Missouri,201805,72.5,8.2,05,2018,Spring
Missouri,201806,77.4,4.4,06,2018,Summer
Missouri,201807,78.2,0.4,07,2018,Summer
Missouri,201808,76.4,0.4,08,2018,Summer
Missouri,201809,71.3,3.1,09,2018,Fall
Missouri,201810,56.5,-0.6,10,2018,Fall
Missouri,201811,37.6,-5.8,11,2018,Fall
Missouri,201812,36.9,3.7,12,2018,Winter
Missouri,201901,31.0,1.7,01,2019,Winter
Montana,201601,23.4,6.5,01,2016,Winter
Montana,201602,33.6,11.3,02,2016,Winter
Montana,201603,37.4,7.6,03,2016,Spring
Montana,201604,45.0,4.2,04,2016,Spring
Montana,201605,51.0,0.4,05,2016,Spring
Montana,201606,62.4,4.0,06,2016,Summer
Montana,201607,65.9,0.0,07,2016,Summer
Montana,201608,64.4,0.0,08,2016,Summer
Montana,201609,54.8,0.8,09,2016,Fall
Montana,201610,44.3,1.0,10,2016,Fall
Montana,201611,39.1,9.8,11,2016,Fall
Montana,201612,14.2,-6.8,12,2016,Winter
Montana,201701,15.2,-1.7,01,2017,Winter
Montana,201702,25.4,3.1,02,2017,Winter
Montana,201703,35.8,6.0,03,2017,Spring
Montana,201704,42.1,1.3,04,2017,Spring
Montana,201705,52.3,1.7,05,2017,Spring
Montana,201706,60.6,2.2,06,2017,Summer
Montana,201707,71.6,5.7,07,2017,Summer
Montana,201708,65.5,1.1,08,2017,Summer
Montana,201709,55.2,1.2,09,2017,Fall
Montana,201710,42.6,-0.7,10,2017,Fall
Montana,201711,30.7,1.4,11,2017,Fall
Montana,201712,21.1,0.1,12,2017,Winter
Montana,201801,21.7,4.8,01,2018,Winter
Montana,201802,11.4,-10.9,02,2018,Winter
Montana,201803,28.2,-1.6,03,2018,Spring
Montana,201804,37.9,-2.9,04,2018,Spring
Montana,201805,55.6,5.0,05,2018,Spring
Montana,201806,59.2,0.8,06,2018,Summer
Montana,201807,66.7,0.8,07,2018,Summer
Montana,201808,64.4,0.0,08,2018,Summer
Montana,201809,53.0,-1.0,09,2018,Fall
Montana,201810,41.6,-1.7,10,2018,Fall
Montana,201811,30.2,0.9,11,2018,Fall
Montana,201812,25.0,4.0,12,2018,Winter
Montana,201901,24.8,7.9,01,2019,Winter
Nebraska,201601,26.0,3.9,01,2016,Winter
Nebraska,201602,35.0,7.5,02,2016,Winter
Nebraska,201603,43.9,8.1,03,2016,Spring
Nebraska,201604,49.9,1.9,04,2016,Spring
Nebraska,201605,57.2,-1.5,05,2016,Spring
Nebraska,201606,73.3,4.8,06,2016,Summer
Nebraska,201607,74.2,-0.6,07,2016,Summer
Nebraska,201608,71.8,-0.8,08,2016,Summer
Nebraska,201609,65.0,2.1,09,2016,Fall
Nebraska,201610,55.4,4.4,10,2016,Fall
Nebraska,201611,44.3,8.8,11,2016,Fall
Nebraska,201612,23.8,-2.0,12,2016,Winter
Nebraska,201701,24.8,2.7,01,2017,Winter
Nebraska,201702,35.4,7.9,02,2017,Winter
Nebraska,201703,42.2,6.4,03,2017,Spring
Nebraska,201704,49.7,1.7,04,2017,Spring
Nebraska,201705,57.0,-1.7,05,2017,Spring
Nebraska,201706,70.7,2.2,06,2017,Summer
Nebraska,201707,76.8,2.0,07,2017,Summer
Nebraska,201708,69.0,-3.6,08,2017,Summer
Nebraska,201709,65.0,2.1,09,2017,Fall
Nebraska,201710,51.0,0.0,10,2017,Fall
Nebraska,201711,39.9,4.4,11,2017,Fall
Nebraska,201712,26.6,0.8,12,2017,Winter
Nebraska,201801,23.1,1.0,01,2018,Winter
Nebraska,201802,21.7,-5.8,02,2018,Winter
Nebraska,201803,38.5,2.7,03,2018,Spring
Nebraska,201804,41.2,-6.8,04,2018,Spring
Nebraska,201805,63.8,5.1,05,2018,Spring
Nebraska,201806,72.3,3.8,06,2018,Summer
Nebraska,201807,73.5,-1.3,07,2018,Summer
Nebraska,201808,70.8,-1.8,08,2018,Summer
Nebraska,201809,65.7,2.8,09,2018,Fall
Nebraska,201810,47.1,-3.9,10,2018,Fall
Nebraska,201811,33.4,-2.1,11,2018,Fall
Nebraska,201812,28.0,2.2,12,2018,Winter
Nebraska,201901,26.3,4.2,01,2019,Winter
Nevada,201601,31.1,1.0,01,2016,Winter
Nevada,201602,38.0,3.6,02,2016,Winter
Nevada,201603,44.2,4.5,03,2016,Spring
Nevada,201604,50.1,3.4,04,2016,Spring
Nevada,201605,55.1,-0.2,05,2016,Spring
Nevada,201606,69.7,5.7,06,2016,Summer
Nevada,201607,73.7,1.4,07,2016,Summer
Nevada,201608,72.1,1.8,08,2016,Summer
Nevada,201609,62.3,0.3,09,2016,Fall
Nevada,201610,53.2,2.1,10,2016,Fall
Nevada,201611,43.2,4.4,11,2016,Fall
Nevada,201612,30.5,-1.0,12,2016,Winter
Nevada,201701,29.1,-1.0,01,2017,Winter
Nevada,201702,38.1,3.7,02,2017,Winter
Nevada,201703,45.7,6.0,03,2017,Spring
Nevada,201704,47.1,0.4,04,2017,Spring
Nevada,201705,57.1,1.8,05,2017,Spring
Nevada,201706,68.6,4.6,06,2017,Summer
Nevada,201707,76.2,3.9,07,2017,Summer
Nevada,201708,73.5,3.2,08,2017,Summer
Nevada,201709,61.6,-0.4,09,2017,Fall
Nevada,201710,50.4,-0.7,10,2017,Fall
Nevada,201711,44.4,5.6,11,2017,Fall
Nevada,201712,34.8,3.3,12,2017,Winter
Nevada,201801,38.5,8.4,01,2018,Winter
Nevada,201802,33.7,-0.7,02,2018,Winter
Nevada,201803,39.5,-0.2,03,2018,Spring
Nevada,201804,50.0,3.3,04,2018,Spring
Nevada,201805,57.7,2.4,05,2018,Spring
Nevada,201806,67.8,3.8,06,2018,Summer
Nevada,201807,77.0,4.7,07,2018,Summer
Nevada,201808,73.2,2.9,08,2018,Summer
Nevada,201809,65.0,3.0,09,2018,Fall
Nevada,201810,50.3,-0.8,10,2018,Fall
Nevada,201811,39.4,0.6,11,2018,Fall
Nevada,201812,32.0,0.5,12,2018,Winter
Nevada,201901,34.0,3.9,01,2019,Winter
New Hampshire,201601,22.9,5.5,01,2016,Winter
New Hampshire,201602,25.6,6.2,02,2016,Winter
New Hampshire,201603,35.2,6.1,03,2016,Spring
New Hampshire,201604,40.2,-0.6,04,2016,Spring
New Hampshire,201605,54.8,2.0,05,2016,Spring
New Hampshire,201606,62.6,0.7,06,2016,Summer
New Hampshire,201607,68.5,1.9,07,2016,Summer
New Hampshire,201608,68.2,3.8,08,2016,Summer
New Hampshire,201609,60.5,3.9,09,2016,Fall
New Hampshire,201610,48.0,2.2,10,2016,Fall
New Hampshire,201611,37.9,3.2,11,2016,Fall
New Hampshire,201612,24.4,2.2,12,2016,Winter
New Hampshire,201701,25.7,8.3,01,2017,Winter
New Hampshire,201702,26.7,7.3,02,2017,Winter
New Hampshire,201703,25.3,-3.8,03,2017,Spring
New Hampshire,201704,45.8,5.0,04,2017,Spring
New Hampshire,201705,52.2,-0.6,05,2017,Spring
New Hampshire,201706,62.6,0.7,06,2017,Summer
New Hampshire,201707,66.5,-0.1,07,2017,Summer
New Hampshire,201708,64.1,-0.3,08,2017,Summer
New Hampshire,201709,62.2,5.6,09,2017,Fall
New Hampshire,201710,53.9,8.1,10,2017,Fall
New Hampshire,201711,34.6,-0.1,11,2017,Fall
New Hampshire,201712,19.6,-2.6,12,2017,Winter
New Hampshire,201801,18.4,1.0,01,2018,Winter
New Hampshire,201802,27.0,7.6,02,2018,Winter
New Hampshire,201803,30.4,1.3,03,2018,Spring
New Hampshire,201804,38.0,-2.8,04,2018,Spring
New Hampshire,201805,57.2,4.4,05,2018,Spring
New Hampshire,201806,61.4,-0.5,06,2018,Summer
New Hampshire,201807,69.8,3.2,07,2018,Summer
New Hampshire,201808,69.3,4.9,08,2018,Summer
New Hampshire,201809,61.2,4.6,09,2018,Fall
New Hampshire,201810,45.1,-0.7,10,2018,Fall
New Hampshire,201811,31.4,-3.3,11,2018,Fall
New Hampshire,201812,24.9,2.7,12,2018,Winter
New Hampshire,201901,18.2,0.8,01,2019,Winter
New Jersey,201601,31.4,1.6,01,2016,Winter
New Jersey,201602,36.0,4.6,02,2016,Winter
New Jersey,201603,47.0,7.5,03,2016,Spring
New Jersey,201604,50.7,1.2,04,2016,Spring
New Jersey,201605,60.2,0.2,05,2016,Spring
New Jersey,201606,70.6,1.7,06,2016,Summer
New Jersey,201607,77.2,3.4,07,2016,Summer
New Jersey,201608,76.9,5.0,08,2016,Summer
New Jersey,201609,69.7,4.6,09,2016,Fall
New Jersey,201610,56.7,2.7,10,2016,Fall
New Jersey,201611,46.7,3.0,11,2016,Fall
New Jersey,201612,36.3,2.8,12,2016,Winter
New Jersey,201701,36.2,6.4,01,2017,Winter
New Jersey,201702,40.4,9.0,02,2017,Winter
New Jersey,201703,38.9,-0.6,03,2017,Spring
New Jersey,201704,55.9,6.4,04,2017,Spring
New Jersey,201705,60.0,0.0,05,2017,Spring
New Jersey,201706,70.4,1.5,06,2017,Summer
New Jersey,201707,75.5,1.7,07,2017,Summer
New Jersey,201708,71.6,-0.3,08,2017,Summer
New Jersey,201709,68.2,3.1,09,2017,Fall
New Jersey,201710,60.4,6.4,10,2017,Fall
New Jersey,201711,44.4,0.7,11,2017,Fall
New Jersey,201712,33.2,-0.3,12,2017,Winter
New Jersey,201801,29.2,-0.6,01,2018,Winter
New Jersey,201802,39.4,8.0,02,2018,Winter
New Jersey,201803,38.3,-1.2,03,2018,Spring
New Jersey,201804,48.0,-1.5,04,2018,Spring
New Jersey,201805,65.2,5.2,05,2018,Spring
New Jersey,201806,70.1,1.2,06,2018,Summer
New Jersey,201807,76.1,2.3,07,2018,Summer
New Jersey,201808,76.8,4.9,08,2018,Summer
New Jersey,201809,70.2,5.1,09,2018,Fall
New Jersey,201810,56.4,2.4,10,2018,Fall
New Jersey,201811,42.5,-1.2,11,2018,Fall
New Jersey,201812,37.8,4.3,12,2018,Winter
New Jersey,201901,31.6,1.8,01,2019,Winter
New Mexico,201601,34.3,0.8,01,2016,Winter
New Mexico,201602,42.0,4.1,02,2016,Winter
New Mexico,201603,48.3,4.9,03,2016,Spring
New Mexico,201604,52.3,0.7,04,2016,Spring
New Mexico,201605,59.4,-1.0,05,2016,Spring
New Mexico,201606,73.0,3.7,06,2016,Summer
New Mexico,201607,76.9,4.0,07,2016,Summer
New Mexico,201608,70.1,-0.8,08,2016,Summer
New Mexico,201609,65.9,1.3,09,2016,Fall
New Mexico,201610,59.6,5.3,10,2016,Fall
New Mexico,201611,46.7,4.7,11,2016,Fall
New Mexico,201612,37.8,3.1,12,2016,Winter
New Mexico,201701,37.2,3.7,01,2017,Winter
New Mexico,201702,44.5,6.6,02,2017,Winter
New Mexico,201703,51.2,7.8,03,2017,Spring
New Mexico,201704,53.7,2.1,04,2017,Spring
New Mexico,201705,60.1,-0.3,05,2017,Spring
New Mexico,201706,72.8,3.5,06,2017,Summer
New Mexico,201707,74.6,1.7,07,2017,Summer
New Mexico,201708,70.8,-0.1,08,2017,Summer
New Mexico,201709,66.4,1.8,09,2017,Fall
New Mexico,201710,56.4,2.1,10,2017,Fall
New Mexico,201711,50.2,8.2,11,2017,Fall
New Mexico,201712,38.7,4.0,12,2017,Winter
New Mexico,201801,37.0,3.5,01,2018,Winter
New Mexico,201802,41.3,3.4,02,2018,Winter
New Mexico,201803,47.2,3.8,03,2018,Spring
New Mexico,201804,55.1,3.5,04,2018,Spring
New Mexico,201805,65.6,5.2,05,2018,Spring
New Mexico,201806,74.3,5.0,06,2018,Summer
New Mexico,201807,75.1,2.2,07,2018,Summer
New Mexico,201808,73.0,2.1,08,2018,Summer
New Mexico,201809,66.9,2.3,09,2018,Fall
New Mexico,201810,53.8,-0.5,10,2018,Fall
New Mexico,201811,41.2,-0.8,11,2018,Fall
New Mexico,201812,35.6,0.9,12,2018,Winter
New Mexico,201901,35.5,2.0,01,2019,Winter
New York,201601,23.7,3.7,01,2016,Winter
New York,201602,26.7,5.2,02,2016,Winter
New York,201603,37.7,7.0,03,2016,Spring
New York,201604,41.3,-1.6,04,2016,Spring
New York,201605,55.7,1.2,05,2016,Spring
New York,201606,64.1,0.4,06,2016,Summer
New York,201607,70.4,2.2,07,2016,Summer
New York,201608,70.9,4.6,08,2016,Summer
New York,201609,62.9,4.0,09,2016,Fall
New York,201610,50.5,2.5,10,2016,Fall
New York,201611,40.2,3.4,11,2016,Fall
New York,201612,27.6,2.7,12,2016,Winter
New York,201701,27.9,7.9,01,2017,Winter
New York,201702,30.6,9.1,02,2017,Winter
New York,201703,28.2,-2.5,03,2017,Spring
New York,201704,48.8,5.9,04,2017,Spring
New York,201705,54.0,-0.5,05,2017,Spring
New York,201706,63.9,0.2,06,2017,Summer
New York,201707,68.1,-0.1,07,2017,Summer
New York,201708,65.6,-0.7,08,2017,Summer
New York,201709,62.3,3.4,09,2017,Fall
New York,201710,54.8,6.8,10,2017,Fall
New York,201711,36.2,-0.6,11,2017,Fall
New York,201712,22.6,-2.3,12,2017,Winter
New York,201801,19.1,-0.9,01,2018,Winter
New York,201802,29.4,7.9,02,2018,Winter
